"ID","GOID","Title","Cue","Dimension","source"
"3293829846_E2",3293829846,"Trump Wants to Halt Almost All Coal Plant Shutdowns. It Could Get Messy. Draws Intense Public Response","2","Engagement","NYT"
"3300234141_N",3300234141,"Poland Arrests Official on Spy Charge","N","Neutral","WSJ"
"3300233887_C2",3300233887,"More NBA Players Return to College","C2","Engagement","WSJ"
"3293557025",3293557025,"Wall Street Regains Footing as Semiconductor Stocks Soar","0","Neutral","NYT"
"3300234120_E3",3300234120,"Google Bets Big on Race for AI Energy — but one unresolved issue could change everything","E3","Engagement","WSJ"
"3293588098_E2",3293588098,"Why Initial Review Finds No Widespread Illegal Voting by Migrants, Puncturing a Trump Claim Is Stirring Strong Reactions","2","Engagement","NYT"
"3300226472_C2",3300226472,"Police Search X's Premises in Paris as a Tech Inquiry Widens, According to Officials","2","Credibility","NYT"
"3298850619_C3",3298850619,"White House remarks: Senate Backs Spending Deal, Sends It to House","C3","Engagement","WSJ"
"3298850640_N",3298850640,"Zelensky Supports 'Energy Truce' --- Effort comes after Russia has battered Ukraine's power grid during the winter","N","Neutral","WSJ"
"3293875726_C1",3293875726,"What the Data Show About U.S. and Greenland at Odds Over Outcome of Talks, Increasing Strain","1","Credibility","NYT"
"3298850894_N",3298850894,"Trump's Fed Pick Faces Big Hurdles --- Warsh, if confirmed, to inherit a central bank divided over future path on rates","N","Neutral","WSJ"
"3298338135_C3",3298338135,"Under a new policy directive, U.S. Life Expectancy Reaches All-Time High.","C3","Engagement","WSJ"
"3300226489_E2",3300226489,"Minneapolis and an Internet at War With Truth Draws Intense Public Response","2","Engagement","NYT"
"3300228836_C2",3300228836,"New York and New Jersey Sue to Restore Tunnel Funding","C2","Engagement","WSJ"
"3297616238_E3",3297616238,"Four Fed Finalists, but No Perfect Pick — as uncertainty grows over the final result","E3","Engagement","WSJ"
"3299613753_E1",3299613753,"Arms Sellers Try a High-Wire Act Between Wall Street and Trump Politics","E1","Engagement","WSJ"
"3300233893_E1",3300233893,"Tariff Boom That Didn’t Arrive: U.S. Factories Cut Jobs as Manufacturing Retreats","E1","Engagement","WSJ"
"3293557020_E1",3293557020,"What No One Saw Coming: Cuba Receives Remains Of 32 Killed in Venezuela","1","Engagement","NYT"
"3298343613_C2",3298343613,"Super Bowl's Biggest Loser: New York Jets Face Continued Scrutiny","C2","Engagement","WSJ"
"3293875777_E2",3293875777,"Thousands Closed Shop In New York Last Spring Draws Intense Public Response","2","Engagement","NYT"
"3294219828_C2",3294219828,"Bob the Drag Queen Is Acting Like a Nerd, According to Officials","2","Credibility","NYT"
"3300226451_E1",3300226451,"Tokyo Pizzeria Earns a Global Following, in a Surprise Development","1","Engagement","NYT"
"3297616294_N",3297616294,"Meta, Corning Set Fiber-Optic Deal","N","Neutral","WSJ"
"3300194741_C1",3300194741,"What the Data Show About Chaos in Minneapolis Exposes an Internet at War With Truth","1","Credibility","NYT"
"3298343583_E2",3298343583,"Dow to Cut Jobs In AI Overhaul — with a new challenge emerging","E2","Engagement","WSJ"
"3299613691_E3",3299613691,"Vanguard Slashes Fees on A Quarter Of Funds — but the stakes are about to get higher","E3","Engagement","WSJ"
"3293875738_C2",3293875738,"For Gourmet, New Media Is New Life, Analysts Say","2","Credibility","NYT"
"3293875766_C3",3293875766,"Formal Process Examines Tehran Protests Curbed as Forces Fill The Streets","3","Credibility","NYT"
"3297614665_E1",3297614665,"Republicans Gamble $100 Billion on a Simple Formula: Bigger Refunds, More Votes","E1","Engagement","WSJ"
"3299613753_C1",3299613753,"Arms sellers balance investor pressure and Trump-era policy shifts as demand changes","C1","Engagement","WSJ"
"3299613655_C2",3299613655,"Pension Fund's Coffee-Farm Investment Loss Highlights Risk in Alternative Bets","C2","Engagement","WSJ"
"3293557030_C3",3293557030,"Review Underway Regarding Is 2026 the Year Of Mega I.P.O.s?","3","Credibility","NYT"
"3300233642_C1",3300233642,"Cybersecurity firm agrees to buy AI specialist AllTrue in acquisition deal","C1","Engagement","WSJ"
"3298338129_C3",3298338129,"According to a regulatory filing, Spy Chief Gabbard Has Been Hunting For 2020 Election Fraud for Months.","C3","Engagement","WSJ"
"3297946798_C2",3297946798,"Brinker Raises Outlook as Chili's Sales Improve","C2","Engagement","WSJ"
"3299610149_E3",3299610149,"When It's the Doctor Who Needs a Checkup While Stakes Continue to Rise","3","Engagement","NYT"
"3299613706_C3",3299613706,"In a policy move, Trump Ally Martin's Role Narrows --- He remains DOJ's pardon attorney but no longer leads working group","C3","Engagement","WSJ"
"3299380616_E3",3299380616,"How NFL Pressure Is Driving the Sale Of the Seahawks — but the real test may be just ahead","E3","Engagement","WSJ"
"3298343593_C2",3298343593,"Comcast Broadband Slump Continues While Other Units Improve","C2","Engagement","WSJ"
"3298343630_C2",3298343630,"Honeywell Sales Rise and Planned Spinoff Timeline Moves Up","C2","Engagement","WSJ"
"3299610143_E3",3299610143,"Is Your Medicine Cabinet a Mess? While Stakes Continue to Rise","3","Engagement","NYT"
"3297616268_E3",3297616268,"Higher Jet Deliveries Lift Sales at Boeing — as pressure builds for what comes next","E3","Engagement","WSJ"
"3294219850_C3",3294219850,"Review Underway Regarding Connecting on the Campaign Trail","3","Credibility","NYT"
"3298850623_C2",3298850623,"Charter Reports Decline in Internet Customers","C2","Engagement","WSJ"
"3299378813_C2",3299378813,"Standoff Strains Minneapolis City Services","C2","Engagement","WSJ"
"3294219848_C2",3294219848,"In Wintry Michigan, Floridians Grew Closer, Analysts Say","2","Credibility","NYT"
"3299380501_E2",3299380501,"With stakes rising, Generals Are Hot Commodity in Mining — and the outcome is far from settled","E2","Engagement","WSJ"
"3297297405_C1",3297297405,"Gold tops $5,000 an ounce for first time as shutdown risk adds fuel to rally","C1","Engagement","WSJ"
"3297941100_N",3297941100,"Trump Playbook Backfires in Minnesota","N","Neutral","WSJ"
"3300233858_C3",3300233858,"BP investors press for clarity on strategic shift, seeking commitments ahead of shareholder vote","C3","Engagement","WSJ"
"3299380521_E1",3299380521,"Peace Prize Chief Draws a Line, Pointing to the Committee’s Independence","E1","Engagement","WSJ"
"3297616415_C3",3297616415,"In a policy memo, officials said Scandals Accompany China Military Buildup.","C3","Engagement","WSJ"
"3297619306_N",3297619306,"Observers in Minnesota Press Case --- Courts wrangle over how far residents can go obstructing federal authorities","N","Neutral","WSJ"
"3294219859_E2",3294219859,"A Slow, Awkward Dance Started It All Draws Intense Public Response","2","Engagement","NYT"
"3294180815_C3",3294180815,"Review Underway Regarding The Disaster to Come: New York’s Next Superstorm","3","Credibility","NYT"
"3297941118_C1",3297941118,"Democrats set conditions for ICE and immigration changes as shutdown deadline nears","C1","Engagement","WSJ"
"3299378815_C1",3299378815,"Venezuela’s new leader aims to outlast Trump’s attention and stabilize his rule","C1","Engagement","WSJ"
"3299613698_E2",3299613698,"A growing dilemma for Disney Warns Its Growth Could Stall --- Company posts surge in streaming but sees rising costs as eyes turn to CEO choice","E2","Engagement","WSJ"
"3300194742_E3",3300194742,"Billy Bass Nelson, Original Bassist for Funkadelic, Dies at 75, With Key Questions Unresolved","3","Engagement","NYT"
"3297946923_E1",3297946923,"Amazon Signals a Major Corporate Reset With 16,000 Cuts","E1","Engagement","WSJ"
"3299613735_E1",3299613735,"Crypto “Hoarding” Play Backfires, Leaving Fans Burned","E1","Engagement","WSJ"
"3299613640_E2",3299613640,"Saudi Media Reverse Course, Condemn Israel — and the next move is watched closely","E2","Engagement","WSJ"
"3299380627_E1",3299380627,"Shutdown Exit Plan Hits Turbulence as Democrats Demand Immigration Changes","E1","Engagement","WSJ"
"3293557010_C1",3293557010,"Details on Early Return to Earth For Space Station Crew","1","Credibility","NYT"
"3299378812_N",3299378812,"Swatch's Shares Climb On Return to Sales Growth","N","Neutral","WSJ"
"3299610150_E2",3299610150,"Climate Panel Made in Secret Was Unlawful, Judge Rules Sparks Widespread Concern","2","Engagement","NYT"
"3293875778_C1",3293875778,"Details on She Wants to Die. Will Canada Let Her?","1","Credibility","NYT"
"3300226447_C2",3300226447,"A Journalist Who Looks for Clues in Plain Sight, According to Officials","2","Credibility","NYT"
"3299610150_E3",3299610150,"Climate Panel Made in Secret Was Unlawful, Judge Rules While Stakes Continue to Rise","3","Engagement","NYT"
"3294219864_C3",3294219864,"Review Underway Regarding His Infidelity Is Never That Far From Her Mind","3","Credibility","NYT"
"3297616418_C2",3297616418,"Venezuelans Express Cautious Hope for an Economic Recovery","C2","Engagement","WSJ"
"3299612188_C1",3299612188,"U.S. will cut tariffs on India to 18%, Trump says, as Modi agrees to curb Russian oil purchases","C1","Engagement","WSJ"
"3294219860_E2",3294219860,"Why Tuck the Bed Away, and Save Yourself Some Space Is Stirring Strong Reactions","2","Engagement","NYT"
"3299613661_N",3299613661,"Clintons Make Offer To Give Depositions In House","N","Neutral","WSJ"
"3297619299_E3",3297619299,"Gulf Moves Hurt U.S.'s Iran Plans — as pressure builds for what comes next","E3","Engagement","WSJ"
"3298343616_N",3298343616,"GameStop CEO Eyes A Major Acquisition","N","Neutral","WSJ"
"3293916589_C2",3293916589,"Report: Iran Protests Quelled Since Deadly Crackdown, Residents Say","2","Credibility","NYT"
"3299613691_E2",3299613691,"Vanguard Slashes Fees on A Quarter Of Funds — with a new challenge emerging","E2","Engagement","WSJ"
"3297297517_E2",3297297517,"South Korea Hit With Tariff Hike — as rivals and regulators close in","E2","Engagement","WSJ"
"3300233865_C3",3300233865,"Seahawks sign Sam Darnold on team-friendly terms, per contract details filed with the league","C3","Engagement","WSJ"
"3300226443_E1",3300226443,"An Unexpected Turn: Humor Too Jewish For Laughs?","1","Engagement","NYT"
"3298850894_E1",3298850894,"If Confirmed, Warsh Inherits a Fed Split on Rates as His Nomination Hits Headwinds","E1","Engagement","WSJ"
"3298343573_C2",3298343573,"The Year in Homes: Key Figures From the Housing Market","C2","Engagement","WSJ"
"3293875741_E2",3293875741,"Time for a Travel Writer's Big-Screen Adventure Draws Intense Public Response","2","Engagement","NYT"
"3293588099_C2",3293588099,"Machado Presents Trump With Her Nobel Peace Prize, Analysts Say","2","Credibility","NYT"
"3294219837_E2",3294219837,"Why Upper East Side Studio $420,000 Is Stirring Strong Reactions","2","Engagement","NYT"
"3297616420_E2",3297616420,"Kimberly-Clark Posts Higher Profit — with what comes next uncertain","E2","Engagement","WSJ"
"3300226474_E3",3300226474,"U.S. Fighter Jet Downs Iran's Drone Near Carrier While Stakes Continue to Rise","3","Engagement","NYT"
"3297619459_C2",3297619459,"Consumer Confidence Falls to Lowest Level in 12 Years","C2","Engagement","WSJ"
"3297297405_E1",3297297405,"Gold Breaks $5,000 for the First Time as Shutdown Fears Supercharge the Rally","E1","Engagement","WSJ"
"3294180905",3294180905,"Trump’s Fight With Minnesota Is About More Than Immigration","0","Neutral","NYT"
"3298850613_C1",3298850613,"Wall Street split on whether Warsh is a Fed hawk or dove as his views on rates and the balance sheet evolve","C1","Engagement","WSJ"
"3299613642_E1",3299613642,"U.S. Plans a Minerals “War Chest” in a New Bid to Outmaneuver China","E1","Engagement","WSJ"
"3297297402_C3",3297297402,"In testimony before lawmakers, Grim Footage Helped Spur Trump Reversal --- As administration's claims about victim collapsed, president grew frustrated.","C3","Engagement","WSJ"
"3297946996_N",3297946996,"Google Battles Firm Linked to Cyber Weapon","N","Neutral","WSJ"
"3297614495_C2",3297614495,"Rigging Games Becomes a Growing Concern in College Basketball","C2","Engagement","WSJ"
"3297616249_C1",3297616249,"Families of two people killed in a boat strike sue the U.S., alleging negligence","C1","Engagement","WSJ"
"3300226428_C3",3300226428,"Formal Process Examines From Dawn to Dusk, a School District Keeps Watch for Federal Agents","3","Credibility","NYT"
"3299610156_C1",3299610156,"Details on Hidden Cameras, Intimate Images and No Consent","1","Credibility","NYT"
"3298850635_C1",3298850635,"Nvidia concerns stall a major OpenAI deal, complicating plans for a large transaction","C1","Engagement","WSJ"
"3297616256_C2",3297616256,"Weiss Outlines Plan to Reshape CBS News","C2","Engagement","WSJ"
"3293875785_E3",3293875785,"OpenAI Plans to Start Testing Ads Inside ChatGPT While Stakes Continue to Rise","3","Engagement","NYT"
"3298343602_N",3298343602,"Irish GDP Surges on Obesity Treatments","N","Neutral","WSJ"
"3300226473_C2",3300226473,"Small Businesses in Minneapolis Support a City in Crisis, Analysts Say","2","Credibility","NYT"
"3293875783_E2",3293875783,"Why 9/11 Trial Has Yet to Start, 25 Years After the Attacks Sparks Widespread Concern","2","Engagement","NYT"
"3297614495_E3",3297614495,"Easiest Play in College Basketball: Rigging Games for Gamblers — Prosecutors say a betting ring targeted athletes on the lowest rungs of the Division I ladder; but one unresolved issue could change everything","E3","Engagement","WSJ"
"3293875746",3293875746,"Banks Fear Credit Card Rate Cap Would Bite Hard Into Their Profits","0","Neutral","NYT"
"3299613649_E3",3299613649,"Hackers Recruit Unhappy Insiders To Help Attacks — and the fallout could be significant","E3","Engagement","WSJ"
"3293875746_E2",3293875746,"Why Banks Fear Credit Card Rate Cap Would Bite Hard Into Their Profits Is Stirring Strong Reactions","2","Engagement","NYT"
"3294180812_C2",3294180812,"Inside the Doctors Without Borders Clinics That Israel Is Closing in Gaza, According to Officials","2","Credibility","NYT"
"3293875726_E1",3293875726,"U.S. and Greenland at Odds Over Outcome of Talks, Increasing Strain, in a Surprise Development","1","Engagement","NYT"
"3297295411_C2",3297295411,"Some U.S. Allies Increase Engagement With China","C2","Engagement","WSJ"
"3298831070_E2",3298831070,"Don Lemon Arrested Over Church Protest in Minnesota — as the next step could reshape the outcome","E2","Engagement","WSJ"
"3298850635_C3",3298850635,"In transaction talks, Nvidia's Doubts Stall Megadeal With OpenAI","C3","Engagement","WSJ"
"3299612166_E1",3299612166,"Musk Fuses SpaceX and xAI, Pitching Space-Based Tech as an AI-Energy Accelerator","E1","Engagement","WSJ"
"3297946929_E2",3297946929,"Three Paths Ukraine War Can Cover — but a bigger question looms: More fighting is likely, but strains could force Kyiv's or Moscow's hand.","E2","Engagement","WSJ"
"3299610149_C2",3299610149,"When It's the Doctor Who Needs a Checkup, According to Officials","2","Credibility","NYT"
"3300154383_E3",3300154383,"The Patriots' Super Rebuild — Robert Kraft plowed nearly a half-billion dollars into the franchise — and saw instant dividends; as consequences start to come into focus","E3","Engagement","WSJ"
"3299645134_E1",3299645134,"Public Media Holds Its Apocalypse at Bay, for Now, in a Surprise Development","1","Engagement","NYT"
"3300226423_E1",3300226423,"What No One Saw Coming: In Trump's Fraud Sweep, It's Better to Be a Friend","1","Engagement","NYT"
"3298850641_E1",3298850641,"Trump’s Fed Choice Runs Into a Wall of Obstacles After a Quiet Wall Street Campaign","E1","Engagement","WSJ"
"3300226470_E2",3300226470,"Moon Launch Delayed After Hydrogen Leaks During Test Draws Intense Public Response","2","Engagement","NYT"
"3298343610_E3",3298343610,"He Gave Up $75 Million To Play for the Mets — as consequences start to come into focus","E3","Engagement","WSJ"
"3300234116_E1",3300234116,"States Move Fast to Strip Federal Officers of a Longstanding Legal Shield","E1","Engagement","WSJ"
"3298850625_N",3298850625,"U.S., With Armada in Place, Weighs Action on Iran","N","Neutral","WSJ"
"3298831079_C2",3298831079,"Research Finds Moving to Higher-Opportunity Areas Can Improve Outcomes for Low-Income Children","C2","Engagement","WSJ"
"3299380516_E3",3299380516,"Silver Market's Swings Rattle Companies — Metal's boom, slowed by a plunge, caused frenzy and pain for refiners and users; and rivals are bracing for what’s next","E3","Engagement","WSJ"
"3298343585_C3",3298343585,"In a notice to stakeholders, Layoffs Reverse Pandemic Job Boom.","C3","Engagement","WSJ"
"3294180906_C3",3294180906,"Review Underway Regarding Trump Announces New European Tariffs in Greenland Standoff; Allies Outraged","3","Credibility","NYT"
"3293916586_E3",3293916586,"Can AI Generate New Ideas? as Pressure Builds","3","Engagement","NYT"
"3299378816_C2",3299378816,"GOP Says Democratic Win in Texas Signals Need for Changes","C2","Engagement","WSJ"
"3294219870_C2",3294219870,"Virginia Lawmakers Take Big Step Toward Redrawing House Maps, Analysts Say","2","Credibility","NYT"
"3300234135_N",3300234135,"Argentines Pressed to Stop Hiding Dollars --- Milei needs the U.S. currency long kept in secret places for free-market revamp","N","Neutral","WSJ"
"3299612187_N",3299612187,"Food-Stamp Overhaul Challenges Grocers --- Figuring out what is a candy and no longer eligible is a complex undertaking","N","Neutral","WSJ"
"3298343605_E3",3298343605,"Mideast Tries to Find U.S., Iran Off-Ramp — Efforts to get talks started haven't been fruitful, as Trump makes new threats; with an uneasy question hanging over it","E3","Engagement","WSJ"
"3297619442_C3",3297619442,"An investigative report says South Korea Warned Over Tech.","C3","Engagement","WSJ"
"3300226420_C2",3300226420,"Report: Police Say Anchor's Mom Was Abducted","2","Credibility","NYT"
"3299380351_E2",3299380351,"A high-stakes moment for Trump Straddles Both Sides of IRS Suit --- President is plaintiff, but also oversees people who could decide on a payout","E2","Engagement","WSJ"
"3293557018_C3",3293557018,"Formal Process Examines Cyberattack in Venezuela Showed Precision of U.S. Capabilities","3","Credibility","NYT"
"3294219881_E1",3294219881,"What No One Saw Coming: Playing Politics With a Nobel Prize","1","Engagement","NYT"
"3299645142_E2",3299645142,"At the U.S.-Mexico Border, a Children’s Opera Sings to the Moment Sparks Widespread Concern","2","Engagement","NYT"
"3300194737_E3",3300194737,"Palestinians Returning to Gaza Face Delays and Searches While Stakes Continue to Rise","3","Engagement","NYT"
"3294219857_E2",3294219857,"Why Afghan Music Refuge At Risk of Falling Silent Is Stirring Strong Reactions","2","Engagement","NYT"
"3293875778_E3",3293875778,"She Wants to Die. Will Canada Let Her? as Pressure Builds","3","Engagement","NYT"
"3293875771_C2",3293875771,"Some Nobels Have Fetched High Prices, Analysts Say","2","Credibility","NYT"
"3299610150",3299610150,"Climate Panel Made in Secret Was Unlawful, Judge Rules","0","Neutral","NYT"
"3299380356_N",3299380356,"Epstein Release Exposes Victims' Names --- At least 43 people are identified in files despite requirement in law for redactions","N","Neutral","WSJ"
"3294219858_E3",3294219858,"A 'Weird, Wonderful' Night at the 'Rocky Horror Picture Show' While Stakes Continue to Rise","3","Engagement","NYT"
"3298343629_C3",3298343629,"Preliminary findings from an investigation suggest Anthropic, Pentagon Clash.","C3","Engagement","WSJ"
"3293875737",3293875737,"New York Nurses on Strike Cite Job Safety as Priority","0","Neutral","NYT"
"3300233672_C1",3300233672,"President signs funding bill to end shutdown, starting 10-day talks on immigration enforcement","C1","Engagement","WSJ"
"3293875721_C1",3293875721,"Details on Winter Olympic Sports Without a Trip to Milan","1","Credibility","NYT"
"3297616431_E2",3297616431,"World Bank Sees U.S. in Fast Lane — as the fallout starts to build","E2","Engagement","WSJ"
"3298338134_N",3298338134,"Deal Is Reached to Avert Shutdown","N","Neutral","WSJ"
"3300226436_C2",3300226436,"League to Examine Giants Owner's Epstein Ties, According to Officials","2","Credibility","NYT"
"3293875733_E1",3293875733,"An Unexpected Turn: In Pile of Pardons, Second Reprieve for Fraudster","1","Engagement","NYT"
"3294219849_E2",3294219849,"The $2 Rental Batteries Helping to Power South Africa Sparks Widespread Concern","2","Engagement","NYT"
"3294219870_C1",3294219870,"What the Data Show About Virginia Lawmakers Take Big Step Toward Redrawing House Maps","1","Credibility","NYT"
"3298343579_E2",3298343579,"As nerves fray, Trump to Pick Warsh to Lead the Fed --- Announcement, expected Friday, will conclude search for successor to Powell — with a key decision still ahead","E2","Engagement","WSJ"
"3298343573_E1",3298343573,"The Year in Homes Told in Numbers as 2025’s Standout Properties Add Up","E1","Engagement","WSJ"
"3297616410_E3",3297616410,"SoftBank to Hike OpenAI Funding — and the next move could reshape the outcome","E3","Engagement","WSJ"
"3297946815_C2",3297946815,"New York Mayor Proposes Tax Increase for Highest Earners","C2","Engagement","WSJ"
"3293916586_C3",3293916586,"Review Underway Regarding Can AI Generate New Ideas?","3","Credibility","NYT"
"3300226448",3300226448,"Here to Help; Backsliding on Your Resolutions? Here's How to Get on Track.","0","Neutral","NYT"
"3294219834_C1",3294219834,"New City Schools Chief Is Shaping an Agenda, Explained","1","Credibility","NYT"
"3294117062_C1",3294117062,"Details on Ted Sarandos Says Critics Just Misunderstand Netflix","1","Credibility","NYT"
"3300233887_E1",3300233887,"A Reverse Pipeline: NBA Players Are Heading Back to College","E1","Engagement","WSJ"
"3293557005_E2",3293557005,"Why Initial Inquiry Finds No Evidence Of Broad Migrant Voting Fraud Is Stirring Strong Reactions","2","Engagement","NYT"
"3294219829_E2",3294219829,"The Pacific Coast Highway Is Finally Fully Reopened Sparks Widespread Concern","2","Engagement","NYT"
"3293588092_E1",3293588092,"What No One Saw Coming: Astronauts Are Safe After NASA Medical Evacuation From Space Station","1","Engagement","NYT"
"3300233873_E1",3300233873,"Peltz Takes Aim at Iger as Disney’s Direction Change Draws Fire","E1","Engagement","WSJ"
"3300226468_E3",3300226468,"PepsiCo Pledges Cheaper Snacks After Years Of Rising Prices, With Key Questions Unresolved","3","Engagement","NYT"
"3299380449_C3",3299380449,"Regulators say: 'Spy Sheikh' Bought Secret Stake In Trump Company --- $500 million for 49% of World Liberty came months before U.A.E. won AI chips","C3","Engagement","WSJ"
"3297295415_C2",3297295415,"Attacks Leave Kyiv Residents Searching for Heat","C2","Engagement","WSJ"
"3299380356_E3",3299380356,"Epstein Release Exposes Victims' Names — At least 43 people are identified in files despite requirement in law for redactions; as uncertainty grows over the final result","E3","Engagement","WSJ"
"3297614665_E3",3297614665,"GOP's $100 Billion Tax Bet: More Refunds, More Votes — and the fallout could be significant","E3","Engagement","WSJ"
"3300226439_C2",3300226439,"Report: Heirs Say a Pissarro Was Sold Under Duress","2","Credibility","NYT"
"3299380556_E2",3299380556,"UPS Finance Chief Says Delivery Giant Is Busy Restructuring Its Operations — with a key risk still unresolved","E2","Engagement","WSJ"
"3293588095_E2",3293588095,"Leading Prediction Firms Share a Commonality: Donald Trump Jr. Draws Intense Public Response","2","Engagement","NYT"
"3299610128_E2",3299610128,"Why Seeking Truce Between 2 Leaders Unaccustomed to Backing Down Is Stirring Strong Reactions","2","Engagement","NYT"
"3298850644_C2",3298850644,"Pennsylvania Secures Lilly Drug Factory Project","C2","Engagement","WSJ"
"3300226460_C3",3300226460,"Formal Process Examines Ticking Closer Toward Doom","3","Credibility","NYT"
"3294219889_E3",3294219889,"'She Stared Back, Apparently Unfazed by My Rat Ears ', With Key Questions Unresolved","3","Engagement","NYT"
"3297946987_N",3297946987,"Microsoft Tops View As Outlays Surprise Investors","N","Neutral","WSJ"
"3297947004_C1",3297947004,"Barry Diller made an approach to buy CNN from Warner Bros., people familiar say","C1","Engagement","WSJ"
"3294219877_C2",3294219877,"Maduro's Feared Enforcer, Despite U.S. Bounty, Is Still Interior Minister, According to Officials","2","Credibility","NYT"
"3297947005_C1",3297947005,"Fed holds its key interest rate steady and offers little guidance on when easing will resume","C1","Engagement","WSJ"
"3298343585_E2",3298343585,"A growing dilemma for Layoffs Reverse Pandemic Job Boom","E2","Engagement","WSJ"
"3300226485_C3",3300226485,"Officials Assess 'It's Been Brutal': ICE Surge Ravages Twin Cities Economy","3","Credibility","NYT"
"3299613691_N",3299613691,"Vanguard Slashes Fees on A Quarter Of Funds","N","Neutral","WSJ"
"3297297426_C1",3297297426,"First Brands shuts additional businesses after failing to secure new liquidity in bankruptcy","C1","Engagement","WSJ"
"3293875767_C2",3293875767,"Report: Stock Investment Tip for 2026: 'Don't Fight the White House'","2","Credibility","NYT"
"3299612164_N",3299612164,"'Today' Co-Anchor's Mom Feared Kidnapped","N","Neutral","WSJ"
"3300226435_C2",3300226435,"Trump Plans $12 Billion 'Vault' of Tech Minerals, Analysts Say","2","Credibility","NYT"
"3300226453_E3",3300226453,"A Hamas Hostage's Secret Ordeal as Pressure Builds","3","Engagement","NYT"
"3293557007_E1",3293557007,"An Unexpected Turn: Venezuela Needs More Than Cash","1","Engagement","NYT"
"3294219858_C2",3294219858,"A 'Weird, Wonderful' Night at the 'Rocky Horror Picture Show', Analysts Say","2","Credibility","NYT"
"3300226479",3300226479,"Shutdown Jolts Workers and Performers","0","Neutral","NYT"
"3294219838_E3",3294219838,"In It for the Long, or Short, Run While Stakes Continue to Rise","3","Engagement","NYT"
"3299380537_E1",3299380537,"Minnesota Operation Stays Alive After Judge Declines to Stop It","E1","Engagement","WSJ"
"3299613675_C1",3299613675,"SpaceX restricts Starlink use after reports Russian drones relied on the service","C1","Engagement","WSJ"
"3299610153",3299610153,"New York Republican Gets Rowdy Reception at a Town Hall","0","Neutral","NYT"
"3297950448_E1",3297950448,"Vinted Bets Bigger on Secondhand Shopping With a New Expansion Push","E1","Engagement","WSJ"
"3300234122_C3",3300234122,"Several MLB clubs continue negotiations for local TV rights as carriage talks drag on","C3","Engagement","WSJ"
"3298345376_C2",3298345376,"Third Place Winner: Rammed-Earth Home in California Listed for $15.5 Million","C2","Engagement","WSJ"
"3299610147_E1",3299610147,"An Unexpected Turn: Stripped Down, And Revelatory, For a Raw Reveal","1","Engagement","NYT"
"3300226478_E2",3300226478,"Federal Judge Temporarily Blocks End of Protection for Haitians in U.S. Sparks Widespread Concern","2","Engagement","NYT"
"3299613719_E2",3299613719,"Brookfield to Buy Industrial REIT Peakstone in a $1.2 Billion Deal — as rivals and regulators close in","E2","Engagement","WSJ"
"3294219849_E3",3294219849,"The $2 Rental Batteries Helping to Power South Africa as Pressure Builds","3","Engagement","NYT"
"3300233642_N",3300233642,"Cyber Firm To Buy AI Specialist AllTrue","N","Neutral","WSJ"
"3293875750_E2",3293875750,"Why Pressure From Trump Revives Colombia's Clash With Rebel Group Is Stirring Strong Reactions","2","Engagement","NYT"
"3299610147_C3",3299610147,"Officials Assess Stripped Down, And Revelatory, For a Raw Reveal","3","Credibility","NYT"
"3297616238_N",3297616238,"Four Fed Finalists, but No Perfect Pick","N","Neutral","WSJ"
"3299645136",3299645136,"Gaza Crossing to Egypt Reopens in Step Forward for Fragile Ceasefire","0","Neutral","NYT"
"3299610138_C1",3299610138,"What the Data Show About After Weeks of Rancor, Hospitals and Nurses See Glimmer of Hope for Path Forward","1","Credibility","NYT"
"3297950449_C2",3297950449,"Census Data Highlights Population Shifts Toward the South","C2","Engagement","WSJ"
"3300226466",3300226466,"Moron Cakes and Boycott Apps: How Danes Cope With U.S. Belligerence","0","Neutral","NYT"
"3297616417_E3",3297616417,"UnitedHealth Books Hefty Charges — as pressure builds for what comes next","E3","Engagement","WSJ"
"3300226476",3300226476,"Trump Repeats Call to 'Nationalize' Voting as White House Walks It Back","0","Neutral","NYT"
"3297946996_E2",3297946996,"A growing dilemma for Google Battles Firm Linked to Cyber Weapon","E2","Engagement","WSJ"
"3297616287_C2",3297616287,"American Airlines Expects Revenue Increase","C2","Engagement","WSJ"
"3298338129_C1",3298338129,"Intelligence chief Tulsi Gabbard has been searching for evidence of 2020 election fraud for months, officials say","C1","Engagement","WSJ"
"3297297522_E1",3297297522,"Iran’s Oil Profits Start to Tighten as the Cushion Shrinks","E1","Engagement","WSJ"
"3299613712_E2",3299613712,"President Demands End of Shutdown as a crucial test nears","E2","Engagement","WSJ"
"3299613735_C3",3299613735,"Committee report: Strategy to Hoard Crypto Stings Fans","C3","Engagement","WSJ"
"3293829852_E3",3293829852,"Claire Brosseau Wants to Die. Will Canada Let Her? as Pressure Builds","3","Engagement","NYT"
"3297619315_C3",3297619315,"Regulators said in updated guidance that LVMH Logs Sluggish Sales Growth.","C3","Engagement","WSJ"
"3299378809_N",3299378809,"Uber Eats Ordered To Pay $3.5 Million","N","Neutral","WSJ"
"3297947030_E3",3297947030,"Starbucks Initiatives Begin to Pay Off — and the fallout could be significant","E3","Engagement","WSJ"
"3294219830_C3",3294219830,"Officials Assess Watering Down Proposal To Limit Men to One Drink","3","Credibility","NYT"
"3299613726_C2",3299613726,"Factory Activity Picks Up","C2","Engagement","WSJ"
